paper_index	authors	title
5E0F9A2F	john shawetaylor + ayhan demiriz + kristin p bennett	Linear Programming Boosting via Column Generation
7B0FC38A	yoshua bengio + nicolas le roux	Representational Power of Restricted Boltzmann Machines and Deep Belief Networks
7C55ADC9	david d lewis + william a gale	A sequential algorithm for training text classifiers
0178D5A4	alexander plakhov + jose d amaral + luis b almeida + thibault langlois	Parameter adaptation in stochastic optimization
5B5AF9A6	sebastian thrun + joelle pineau + geoff gordon	Point-based value iteration: an anytime algorithm for POMDPs
7460A191	jan peters + auke jan ijspeert + jun nakanishi + stefan schaal	Learning Movement Primitives
0332BDE1	thomas w yee + chris j wild	Vector generalized additive models
5C2741A8	aristotelis giannakos + vangelis th paschos + giorgio ausiello	Greedy algorithms for on-line set-covering and related problems
0A35B64D	robert e mcculloch + edward i george	APPROACHES FOR BAYESIAN VARIABLE SELECTION
7E8759B4	t harrer + hauke walter + barbara schmidt + klaus uberla + klaus korn + annemieke vandamme	Rapid, phenotypic HIV-1 drug sensitivity assay for protease and reverse transcriptase inhibitors
81452B2A	sam roweis	One Microphone Source Separation
8117EA9E	jitendra malik + michael maire + alexander c berg + hao zhang	SVM-KNN: Discriminative Nearest Neighbor Classification for Visual Category Recognition
7A0126C3	juha karvanen	A Resampling Test for the Total Independence of Stationary Time Series: Application to the Performance Evaluation of ICA Algorithms
7C667368	fabian j theis	Uniqueness of complex and multidimensional independent component analysis
7FDE9D07	gert r g lanckriet + nello cristianini + laurent el ghaoui + peter l bartlett + michael i jordan	Learning the Kernel Matrix with Semidefinite Programming
81457756	jing zhong + sclaroff	Segmenting foreground objects from a dynamic textured background via a robust Kalman filter
7CD0D5A8	harold j kushner	Dynamical equations for optimal nonlinear filtering
76C75B8E	kensuke sekihara + maneesh sahani + srikantan s nagarajan	Localization bias and spatial resolution of adaptive and non-adaptive spatial filters for MEG source reconstruction.
7D52B9EE	eugene charniak + dmitriy genzel	Entropy rate constancy in text
5C5942EF	schwartz	A Reinforcement Learning Method for Maximizing Undiscounted Rewards
7F240FF0	shunichi amari + howard hua yang + andrzej cichocki	A New Learning Algorithm for Blind Signal Separation
80E7B930	richard r carrillo + eva m ortigosa + rodrigo agis + mark g arnold + e ros	Real-time computing platform for spiking neurons (RT-spike)
7F423AD2	tibshirani	Regression shrinkage and selection via the lasso
7EDCE1E7	matthias krauledat + klausrobert muller + guido dornhege + benjamin blankertz + gabriel curio	The non-invasive Berlin Brain-Computer Interface: fast acquisition of effective performance in untrained subjects.
7DEAFE65	arthur gretton + kenji fukumizu + choon hui teo + le song + alexander j smola + bernhard scholkopf	A Kernel Statistical Test of Independence
7B4A9211	robert b schnabel + j e dennis	Numerical methods for unconstrained optimization and nonlinear equations
5E30CEBA	bernhard scholkopf + neil d lawrence	Estimating a Kernel Fisher Discriminant in the Presence of Label Noise
7700C63B	david danks	Scientific Coherence and the Fusion of Experimental Results
75DDB2DF	michael d rugg + karl j friston + jeremie mattout + pierre maquet + christophe phillips	An empirical Bayesian solution to the source reconstruction problem in EEG
7F13077F	koby crammer + john blitzer + shai bendavid + fernando pereira	Analysis of Representations for Domain Adaptation
7698751A	wencang zhao + p j phillips + rama chellappa + a rosenfeld	Face recognition: A literature survey
807D159D	lobo maryam + fazel stephen boyd + ann oper res + miguel sousa lobo + miguel sousa	Portfolio optimization with linear and fixed transaction costs
76F12250	clive r loader	Local likelihood density estimation
77E37722	manfred k warmuth + jyrki kivinen	Additive versus exponentiated gradient updates for linear prediction
7FC23B53	andrew g barto + amy mcgovern	Automatic Discovery of Subgoals in Reinforcement Learning using Diverse Density
812CCE66	kaiwei chang + chojui hsieh + chihjen lin + s sundararajan + s s keerthi	A sequential dual method for large scale multi-class linear svms
80C32261	yariv ephraim + william roberts	Revisiting autoregressive hidden Markov modeling of speech signals
789DAD30	thorsten joachims + robert kleinberg + filip radlinski	Learning diverse rankings with multi-armed bandits
7E5A5C3C	szymon rusinkiewicz + marc levoy	Efficient variants of the ICP algorithm
7F4FB7E9	vitaly shmatikov + arvind narayanan	Robust De-anonymization of Large Sparse Datasets
7BFA8F4B	jorg liermann + hermann ney + sven martin	Algorithms for bigram and trigram word clustering
08922009	frank k soong + tor andre myrvoll	On divergence based clustering of normal distributions and its application to HMM adaptation
7D1F730E	david slepian + jack k wolf	Noiseless coding of correlated information sources
7FDB945A	terence tao + justin romberg + emmanuel j candes	Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information
768BF0FD	peter corke	A robotics toolbox for MATLAB
7AF27C70	ben shneiderman	Why not make interfaces better than 3D reality?
7DA3ACE7	yoshua bengio + patrice y simard + paolo frasconi	Learning long-term dependencies with gradient descent is difficult
7F0302C8	tong zhang + rie kubota ando	A Framework for Learning Predictive Structures from Multiple Tasks and Unlabeled Data
0262A440	elisabetta chicca	A neuromorphic VLSI system for modeling spike-based cooperative competitive neural networks
7F236781	nello cristianini + tijl de bie	Fast SDP Relaxations of Graph Cut Clustering, Transduction, and Other Combinatorial Problems
7F2E308E	yaakov engel	Algorithms and Representations for Reinforcement Learning
7EE9B453	w xiong + tao qin + hang li + tieyan liu + jun xu	LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval
5E3CFF11	richard washington	BI-POMDP: Bounded, Incremental, Partially-Observable Markov-Model Planning
5D264AAA	andras lorincz + barnabas poczos	Independent subspace analysis using k-nearest neighborhood distances
7F46CEF6	kohji fukunaga	Introduction to statistical pattern recognition
7324D007	leslie pack kaelbling	Learning in embedded systems
7C1C7F5F	laszlo lovasz + alexander schrijver + martin grotschel	Polynomial algorithms for perfect graphs
772B3A69	michael shwe + gregory f cooper	An empirical analysis of likelihood-weighting simulation on a large, multiply connected medical belief network
7F043E62	nicol n schraudolph	Fast Curvature Matrix-Vector Products for Second-Order Gradient Descent
71960148	chihoon lee + osmar r zaiane + russell greiner	Efficient Spatial Classification Using Decoupled Conditional Random Fields
809ACB00	bernabe linaresbarranco + teresa serranogotarredona + andreas g andreou	AER image filtering architecture for vision-processing systems
7F205F2A	david m blei + michael i jordan + joshua b tenenbaum + thomas l griffiths	Hierarchical Topic Models and the Nested Chinese Restaurant Process
7F3CD222	siwei lyu	Mercer kernels for object recognition with local features
7FE1CDEB	christopher k i williams + neil mcintosh + j quinn	Factorial Switching Kalman Filters for Condition Monitoring in Neonatal Intensive Care
5E21C5D4	g j mclachlan + d j peel	Finite Mixture Models
7FD1A8AB	jonathan baxter + peter l bartlett	Infinite-horizon policy-gradient estimation
7A509BB6	xuanlong nguyen + martin j wainwright + michael i jordan	Nonparametric estimation of the likelihood ratio and divergence functionals
7DB1D7A0	gert cauwenberghs + tomaso poggio	Incremental and Decremental Support Vector Machine Learning
7C6E04D8	david fitzpatrick	The Functional Organization of Local Circuits in Visual Cortex: Insights from the Study of Tree Shrew Striate Cortex
7D278424	pierre comon	Independent component analysis, a new concept?
7F0A906E	john y a wang + edward h adelson	Layered representation for motion analysis
7D217A14	p v de souza + lalit r bahl + peter f brown + robert l mercer	A tree-based statistical language model for natural language speech recognition
75A92C21	michael kearns + satinder singh	Near-Optimal Reinforcement Learning in Polynomial Time
7DBBC7B3	philip n sabes + samuel j sober	Multisensory Integration during Motor Planning
80F4EB24	minh n do + martin vetterli	Wavelet-based texture retrieval using generalized Gaussian density and Kullback-Leibler distance
7E0FFF36	rodney j douglas + elisabetta chicca + giacomo indiveri + t delbruck + patrick lichtsteiner	Modeling orientation selectivity using a neuromorphic multi-chip system
79A75476	udo ernst + j herrmann + christian w eurich	Finite-size effects of avalanche dynamics
771EABCF	herbert robbins	Some aspects of the sequential design of experiments
80403DF8	stephane mallat + zhifeng zhang	Matching pursuits with time-frequency dictionaries
7E8AC329	bill triggs + jakob verbeek	Region Classification with Markov Field Aspect Models
7AD15941	d moore + denis g pelli + bart farell	The remarkable inefficiency of word recognition
7A039D3D	james l mcclelland + randall c oreilly + bruce l mcnaughton	Why there are complementary learning systems in the hippocampus and neocortex: insights from the successes and failures of connectionist models of learning and memory.
816083EB	stephane boucheron + peter l bartlett + gabor lugosi	Model Selection and Error Estimation
814865BF	john ashburner + geoffrey e hinton + karl j friston + william d penny + stefan j kiebel + christophe phillips	Classical and Bayesian Inference in Neuroimaging: Theory
7DA55A13	hanspeter kriegel + shipeng yu + volker tresp + kai yu	Collaborative ordinal regression
83B1FF8D	sidney yakowitz	Algorithms and Computational Techniques in Differential Dynamic Programming
7FE70191	ping li	Computationally Efficient Estimators for Dimension Reductions Using Stable Random Projections
7F21521F	gunnar ratsch + klausrobert muller + sebastian mika	A Mathematical Programming Approach to the Kernel Fisher Algorithm
7A2C177C	massimo fornasier + holger rauhut	Recovery Algorithms for Vector-Valued Data with Joint Sparsity Constraints
7E85AAEB	csaba szepesvari + remi munos	Finite time bounds for sampling based fitted value iteration
770938F8	david g weeks + peter m bentler	Linear Structural Equations with Latent Variables.
7F1C2084	jianchang mao + robert p w duin + anil k jain	Statistical pattern recognition: a review
7DA56072	bohyung han + larry s davis	On-line density-based appearance modeling for object tracking
7D8E7F97	wei li + andrew mccallum	Pachinko allocation: DAG-structured mixture models of topic correlations
0E3FCD83	ieee engineering in medicine + robert e kearney + david t westwick	Identification of nonlinear physiological systems
7E74282C	marshall w johnson + sharon goldwater	Learning OT constraint rankings using a maximum entropy model
7E2C322C	tijmen tieleman	Training restricted Boltzmann machines using approximations to the likelihood gradient
7F6C903E	erik g learnedmiller	Data driven image models through continuous joint alignment
5E7D773F	peter grunwald	A tutorial introduction to the minimum description length principle
7F5E7650	christoph guger + herbert ramoser + gert pfurtscheller	Real-time EEG analysis with subject-specific spatial patterns for a brain-computer interface (BCI)
7CEF844A	sanjiv kumar + martial hebert	Discriminative Fields for Modeling Spatial Dependencies in Natural Images
80D8ACD4	robin murer + jorg kramer + giacomo indiveri	Active vision using an analog VLSI model of selective attention
